"","id","longitude","latitude","start_date","end_date","label"
"88",88,-52.6716,-15.7104,"2017-07-12","2018-06-26","Pasture"
"89",89,-52.2008,-15.1414,"2017-07-12","2018-06-26","Pasture"
"90",90,-54.9734,-15.2246,"2017-07-12","2018-06-26","Pasture"
"91",91,-55.7102,-15.4768,"2017-07-12","2018-06-26","Pasture"
"92",92,-59.8262,-14.363,"2017-07-12","2018-06-26","Pasture"
"93",93,-56.1974,-14.5368,"2017-07-12","2018-06-26","Pasture"
"94",94,-52.042,-13.8071,"2017-07-12","2018-06-26","Pasture"
"95",95,-54.9061,-10.23,"2017-07-12","2018-06-26","Pasture"
"96",96,-52.2028,-15.133,"2017-07-12","2018-06-26","Pasture"
"97",97,-52.4163,-11.0909,"2017-07-12","2018-06-26","Pasture"
"98",98,-52.4572,-15.8338,"2017-07-12","2018-06-26","Pasture"
"99",99,-52.5087,-15.7817,"2017-07-12","2018-06-26","Pasture"
"100",100,-51.9357,-13.4561,"2017-07-12","2018-06-26","Pasture"
"101",101,-52.1718,-14.3372,"2017-07-12","2018-06-26","Pasture"
"102",102,-56.1242,-14.4341,"2017-07-12","2018-06-26","Pasture"
"103",103,-51.565,-12.5681,"2017-07-12","2018-06-26","Pasture"
"104",104,-51.743,-12.3566,"2017-07-12","2018-06-26","Pasture"
"105",105,-55.0443,-15.2015,"2017-07-12","2018-06-26","Pasture"
"106",106,-52.7398,-10.8114,"2017-07-12","2018-06-26","Pasture"
"107",107,-54.2567,-10.4247,"2017-07-12","2018-06-26","Pasture"
"108",108,-52.203,-15.6049,"2017-07-12","2018-06-26","Pasture"
"109",109,-55.2713,-11.0324,"2017-07-12","2018-06-26","Pasture"
"110",110,-54.6185,-10.3732,"2017-07-12","2018-06-26","Pasture"
"111",111,-52.4376,-15.8401,"2017-07-12","2018-06-26","Pasture"
"112",112,-52.1709,-14.2823,"2017-07-12","2018-06-26","Pasture"
"113",113,-54.3652,-10.4489,"2017-07-12","2018-06-26","Pasture"
"114",114,-53.5869,-15.6529,"2017-07-12","2018-06-26","Pasture"
"115",115,-55.2055,-15.508,"2017-07-12","2018-06-26","Pasture"
"116",116,-52.3021,-14.8001,"2017-07-12","2018-06-26","Pasture"
"117",117,-57.6698,-13.3546,"2017-07-12","2018-06-26","Pasture"
"118",118,-57.554,-14.4458,"2017-07-12","2018-06-26","Pasture"
"119",119,-54.9649,-15.1723,"2017-07-12","2018-06-26","Pasture"
"120",120,-55.3306,-15.8122,"2017-07-12","2018-06-26","Pasture"
"121",121,-52.8581,-15.623,"2017-07-12","2018-06-26","Pasture"
"122",122,-54.1348,-10.4477,"2017-07-12","2018-06-26","Pasture"
"123",123,-54.9475,-10.1382,"2017-07-12","2018-06-26","Pasture"
"124",124,-54.9928,-11.9319,"2017-07-12","2018-06-26","Pasture"
"125",125,-52.2715,-14.9142,"2017-07-12","2018-06-26","Pasture"
"126",126,-59.808,-14.3551,"2017-07-12","2018-06-26","Pasture"
"127",127,-52.183,-15.1653,"2017-07-12","2018-06-26","Pasture"
"128",128,-51.9897,-12.6367,"2017-07-12","2018-06-26","Pasture"
"129",129,-52.6698,-10.824,"2017-07-12","2018-06-26","Pasture"
"130",130,-55.6866,-15.7202,"2017-07-12","2018-06-26","Pasture"
"131",131,-51.926,-13.1166,"2017-07-12","2018-06-26","Pasture"
"132",132,-52.3445,-14.7277,"2017-07-12","2018-06-26","Pasture"
"133",133,-56.701,-13.8596,"2017-07-12","2018-06-26","Pasture"
"134",134,-52.2041,-15.4079,"2017-07-12","2018-06-26","Pasture"
"135",135,-52.0352,-13.8025,"2017-07-12","2018-06-26","Pasture"
"136",136,-53.7364,-15.7129,"2017-07-12","2018-06-26","Pasture"
"137",137,-52.2722,-14.4598,"2017-07-12","2018-06-26","Pasture"
"138",138,-52.6306,-15.713,"2017-07-12","2018-06-26","Pasture"
"139",139,-52.1068,-13.9412,"2017-07-12","2018-06-26","Pasture"
"140",140,-55.8955,-10.081,"2017-07-12","2018-06-26","Pasture"
"141",141,-51.8845,-13.0109,"2017-07-12","2018-06-26","Pasture"
"142",142,-55.0312,-14.2294,"2017-07-12","2018-06-26","Pasture"
"143",143,-52.1806,-14.234,"2017-07-12","2018-06-26","Pasture"
"144",144,-55.3558,-15.8185,"2017-07-12","2018-06-26","Pasture"
"145",145,-52.7012,-15.6941,"2017-07-12","2018-06-26","Pasture"
"146",146,-51.565,-12.5681,"2017-07-12","2018-06-26","Pasture"
"147",147,-52.1703,-14.2692,"2017-07-12","2018-06-26","Pasture"
"148",148,-57.5743,-14.5173,"2017-07-12","2018-06-26","Pasture"
"149",149,-52.2977,-14.8443,"2017-07-12","2018-06-26","Pasture"
"150",150,-59.418,-9.3126,"2017-07-12","2018-06-26","Pasture"
"151",151,-56.2098,-14.6582,"2017-07-12","2018-06-26","Pasture"
"152",152,-56.3031,-13.4423,"2017-07-12","2018-06-26","Pasture"
"153",153,-51.565,-12.5681,"2017-07-12","2018-06-26","Pasture"
"154",154,-56.0231,-14.1694,"2017-07-12","2018-06-26","Pasture"
"155",155,-56.4697,-14.8954,"2017-07-12","2018-06-26","Pasture"
"156",156,-52.2059,-15.4816,"2017-07-12","2018-06-26","Pasture"
"157",157,-52.0405,-13.8427,"2017-07-12","2018-06-26","Pasture"
"158",158,-52.1993,-15.4484,"2017-07-12","2018-06-26","Pasture"
"159",159,-51.7908,-12.8439,"2017-07-12","2018-06-26","Pasture"
"160",160,-55.0574,-14.2136,"2017-07-12","2018-06-26","Pasture"
"161",161,-51.8503,-12.7163,"2017-07-12","2018-06-26","Pasture"
"162",162,-60.4875,-13.0058,"2017-07-12","2018-06-26","Pasture"
"163",163,-51.8155,-12.8882,"2017-07-12","2018-06-26","Pasture"
"164",164,-52.2598,-14.9734,"2017-07-12","2018-06-26","Pasture"
"165",165,-51.565,-12.5681,"2017-07-12","2018-06-26","Pasture"
"166",166,-52.0432,-13.7842,"2017-07-12","2018-06-26","Pasture"
"167",167,-52.8003,-15.6905,"2017-07-12","2018-06-26","Pasture"
"168",168,-53.8922,-15.6522,"2017-07-12","2018-06-26","Pasture"
"169",169,-57.6209,-13.2247,"2017-07-12","2018-06-26","Pasture"
"170",170,-52.1637,-15.3157,"2017-07-12","2018-06-26","Pasture"
"171",171,-54.1334,-15.6435,"2017-07-12","2018-06-26","Pasture"
"172",172,-52.0364,-13.7961,"2017-07-12","2018-06-26","Pasture"
"173",173,-58.2746,-12.7532,"2017-07-12","2018-06-26","Pasture"
"174",174,-55.2991,-11.2357,"2017-07-12","2018-06-26","Pasture"
"175",175,-55.8099,-15.4178,"2017-07-12","2018-06-26","Pasture"
"176",176,-57.6434,-13.2836,"2017-07-12","2018-06-26","Pasture"
"177",177,-55.7915,-12.6512,"2017-07-12","2018-06-26","Pasture"
"178",178,-52.2654,-14.4431,"2017-07-12","2018-06-26","Pasture"
"179",179,-53.0647,-14.6894,"2017-07-12","2018-06-26","Pasture"
"180",180,-55.3252,-15.7107,"2017-07-12","2018-06-26","Pasture"
"181",181,-56.9129,-13.9274,"2017-07-12","2018-06-26","Pasture"
"182",182,-55.1577,-10.7871,"2017-07-12","2018-06-26","Pasture"
"183",183,-54.5191,-10.3951,"2017-07-12","2018-06-26","Pasture"
"184",184,-56.4364,-13.4547,"2017-07-12","2018-06-26","Pasture"
"185",185,-55.0394,-10.384,"2017-07-12","2018-06-26","Pasture"
"186",186,-59.808,-14.3551,"2017-07-12","2018-06-26","Pasture"
"187",187,-52.1976,-15.3903,"2017-07-12","2018-06-26","Pasture"
"188",188,-52.4026,-11.123,"2017-07-12","2018-06-26","Pasture"
"189",189,-55.0406,-10.2941,"2017-07-12","2018-06-26","Pasture"
"190",190,-55.3173,-15.7135,"2017-07-12","2018-06-26","Pasture"
"191",191,-59.8262,-14.363,"2017-07-12","2018-06-26","Pasture"
"192",192,-52.2988,-14.5114,"2017-07-12","2018-06-26","Pasture"
"193",193,-52.1842,-15.2057,"2017-07-12","2018-06-26","Pasture"
"194",194,-57.5442,-14.3504,"2017-07-12","2018-06-26","Pasture"
"195",195,-55.2195,-16.3526,"2017-07-12","2018-06-26","Pasture"
"196",196,-57.5621,-14.6248,"2017-07-12","2018-06-26","Pasture"
"197",197,-51.7873,-12.7521,"2017-07-12","2018-06-26","Pasture"
"198",198,-53.0647,-14.6894,"2017-07-12","2018-06-26","Pasture"
"199",199,-55.0286,-10.3235,"2017-07-12","2018-06-26","Pasture"
"200",200,-52.407,-11.0986,"2017-07-12","2018-06-26","Pasture"
"201",201,-52.6452,-15.7148,"2017-07-12","2018-06-26","Pasture"
"202",202,-54.9462,-15.1557,"2017-07-12","2018-06-26","Pasture"
"203",203,-52.281,-15.7587,"2017-07-12","2018-06-26","Pasture"
"204",204,-54.1878,-17.1855,"2017-07-12","2018-06-26","Pasture"
"205",205,-52.28,-14.473,"2017-07-12","2018-06-26","Pasture"
"206",206,-57.6035,-14.6234,"2017-07-12","2018-06-26","Pasture"
"207",207,-52.1879,-14.2071,"2017-07-12","2018-06-26","Pasture"
"208",208,-57.7005,-14.6035,"2017-07-12","2018-06-26","Pasture"
"209",209,-55.9213,-14.6885,"2017-07-12","2018-06-26","Pasture"
"210",210,-56.0231,-14.1694,"2017-07-12","2018-06-26","Pasture"
"211",211,-55.5712,-12.3039,"2017-07-12","2018-06-26","Pasture"
"212",212,-55.0312,-14.2294,"2017-07-12","2018-06-26","Pasture"
"213",213,-55.1466,-10.7402,"2017-07-12","2018-06-26","Pasture"
"214",214,-53.3818,-15.5722,"2017-07-12","2018-06-26","Pasture"
"215",215,-55.2791,-11.0785,"2017-07-12","2018-06-26","Pasture"
"216",216,-54.891,-10.2394,"2017-07-12","2018-06-26","Pasture"
"217",217,-55.2007,-15.51,"2017-07-12","2018-06-26","Pasture"
"218",218,-52.6133,-10.8366,"2017-07-12","2018-06-26","Pasture"
"219",219,-52.3919,-11.1538,"2017-07-12","2018-06-26","Pasture"
"220",220,-52.2056,-15.4162,"2017-07-12","2018-06-26","Pasture"
"221",221,-55.0497,-10.3673,"2017-07-12","2018-06-26","Pasture"
"222",222,-52.1772,-15.1729,"2017-07-12","2018-06-26","Pasture"
"223",223,-59.403,-9.3146,"2017-07-12","2018-06-26","Pasture"
"224",224,-55.8955,-10.081,"2017-07-12","2018-06-26","Pasture"
"225",225,-52.3379,-14.7345,"2017-07-12","2018-06-26","Pasture"
"226",226,-55.0574,-14.2136,"2017-07-12","2018-06-26","Pasture"
"227",227,-52.8116,-15.6903,"2017-07-12","2018-06-26","Pasture"
"228",228,-55.2775,-11.0404,"2017-07-12","2018-06-26","Pasture"
"229",229,-54.5327,-16.5813,"2017-07-12","2018-06-26","Pasture"
"230",230,-53.4335,-15.5623,"2017-07-12","2018-06-26","Pasture"
"231",231,-51.7888,-12.7396,"2017-07-12","2018-06-26","Pasture"
"232",232,-54.9373,-10.0818,"2017-07-12","2018-06-26","Pasture"
"233",233,-51.7903,-12.7796,"2017-07-12","2018-06-26","Pasture"
"234",234,-52.3897,-11.1353,"2017-07-12","2018-06-26","Pasture"
"235",235,-54.3831,-10.4545,"2017-07-12","2018-06-26","Pasture"
"236",236,-59.8262,-14.363,"2017-07-12","2018-06-26","Pasture"
"237",237,-52.1791,-15.2491,"2017-07-12","2018-06-26","Pasture"
"238",238,-55.5255,-15.5255,"2017-07-12","2018-06-26","Pasture"
"239",239,-57.6708,-13.7078,"2017-07-12","2018-06-26","Pasture"
"240",240,-54.3941,-10.4556,"2017-07-12","2018-06-26","Pasture"
"241",241,-57.803,-9.7565,"2017-07-12","2018-06-26","Pasture"
"242",242,-57.8731,-14.5435,"2017-07-12","2018-06-26","Pasture"
"243",243,-57.841,-14.5498,"2017-07-12","2018-06-26","Pasture"
"244",244,-52.6744,-10.8174,"2017-07-12","2018-06-26","Pasture"
"245",245,-59.0879,-15.2475,"2017-07-12","2018-06-26","Pasture"
"246",246,-52.0372,-13.837,"2017-07-12","2018-06-26","Pasture"
"247",247,-52.3388,-14.7297,"2017-07-12","2018-06-26","Pasture"
"248",248,-56.6905,-13.8622,"2017-07-12","2018-06-26","Pasture"
"249",249,-51.5718,-12.603,"2017-07-12","2018-06-26","Pasture"
"250",250,-55.3155,-11.1718,"2017-07-12","2018-06-26","Pasture"
"251",251,-51.8014,-12.7354,"2017-07-12","2018-06-26","Pasture"
"252",252,-60.4749,-12.9952,"2017-07-12","2018-06-26","Pasture"
"253",253,-55.2983,-16.207,"2017-07-12","2018-06-26","Pasture"
"254",254,-55.9467,-10.0902,"2017-07-12","2018-06-26","Pasture"
"255",255,-53.9232,-15.6592,"2017-07-12","2018-06-26","Pasture"
"256",256,-52.9141,-10.7602,"2017-07-12","2018-06-26","Pasture"
"257",257,-57.5987,-14.6317,"2017-07-12","2018-06-26","Pasture"
"258",258,-55.7512,-15.6987,"2017-07-12","2018-06-26","Pasture"
"259",259,-51.9935,-12.6359,"2017-07-12","2018-06-26","Pasture"
"260",260,-52.1705,-14.2529,"2017-07-12","2018-06-26","Pasture"
"261",261,-52.8224,-15.6748,"2017-07-12","2018-06-26","Pasture"
"262",262,-55.0917,-14.2115,"2017-07-12","2018-06-26","Pasture"
"263",263,-52.8858,-10.7584,"2017-07-12","2018-06-26","Pasture"
"264",264,-52.0348,-13.7886,"2017-07-12","2018-06-26","Pasture"
"265",265,-56.0231,-14.1694,"2017-07-12","2018-06-26","Pasture"
"266",266,-52.5398,-15.7785,"2017-07-12","2018-06-26","Pasture"
"267",267,-56.7898,-11.4209,"2017-07-12","2018-06-26","Pasture"
"268",268,-57.5364,-14.5932,"2017-07-12","2018-06-26","Pasture"
"269",269,-52.2931,-14.8716,"2017-07-12","2018-06-26","Pasture"
"270",270,-52.3587,-14.6252,"2017-07-12","2018-06-26","Pasture"
"271",271,-57.6412,-14.2235,"2017-07-12","2018-06-26","Pasture"
"272",272,-52.9216,-15.5529,"2017-07-12","2018-06-26","Pasture"
"273",273,-55.2753,-15.5055,"2017-07-12","2018-06-26","Pasture"
"274",274,-55.262,-15.4992,"2017-07-12","2018-06-26","Pasture"
"275",275,-51.9765,-13.2804,"2017-07-12","2018-06-26","Pasture"
"276",276,-51.5718,-12.603,"2017-07-12","2018-06-26","Pasture"
"277",277,-55.1968,-10.8637,"2017-07-12","2018-06-26","Pasture"
"278",278,-55.3179,-11.1462,"2017-07-12","2018-06-26","Pasture"
"279",279,-51.565,-12.5681,"2017-07-12","2018-06-26","Pasture"
"280",280,-54.907,-10.2279,"2017-07-12","2018-06-26","Pasture"
"281",281,-52.368,-15.8808,"2017-07-12","2018-06-26","Pasture"
"282",282,-53.6107,-10.542,"2017-07-12","2018-06-26","Pasture"
"283",283,-56.6595,-13.8459,"2017-07-12","2018-06-26","Pasture"
"284",284,-52.8789,-10.7563,"2017-07-12","2018-06-26","Pasture"
"285",285,-55.3351,-15.4963,"2017-07-12","2018-06-26","Pasture"
"286",286,-54.2567,-10.4244,"2017-07-12","2018-06-26","Pasture"
"287",287,-52.5151,-15.7807,"2017-07-12","2018-06-26","Pasture"
"288",288,-54.5006,-16.6027,"2017-07-12","2018-06-26","Pasture"
"289",289,-56.0727,-14.4193,"2017-07-12","2018-06-26","Pasture"
"290",290,-54.2691,-16.7111,"2017-07-12","2018-06-26","Pasture"
"291",291,-58.7278,-15.4932,"2017-07-12","2018-06-26","Pasture"
"292",292,-53.7788,-15.7324,"2017-07-12","2018-06-26","Pasture"
"293",293,-54.3629,-10.4392,"2017-07-12","2018-06-26","Pasture"
"294",294,-52.3391,-14.7406,"2017-07-12","2018-06-26","Pasture"
"295",295,-53.7391,-15.7187,"2017-07-12","2018-06-26","Pasture"
"296",296,-52.6871,-10.8212,"2017-07-12","2018-06-26","Pasture"
"297",297,-60.4875,-13.0058,"2017-07-12","2018-06-26","Pasture"
"298",298,-51.9487,-13.4278,"2017-07-12","2018-06-26","Pasture"
"299",299,-52.1132,-13.9596,"2017-07-12","2018-06-26","Pasture"
"300",300,-52.3405,-14.7256,"2017-07-12","2018-06-26","Pasture"
"301",301,-51.9491,-13.2318,"2017-07-12","2018-06-26","Pasture"
"302",302,-52.3847,-11.1492,"2017-07-12","2018-06-26","Pasture"
"303",303,-53.0647,-14.6894,"2017-07-12","2018-06-26","Pasture"
"304",304,-55.0436,-10.3756,"2017-07-12","2018-06-26","Pasture"
"305",305,-52.0605,-13.8695,"2017-07-12","2018-06-26","Pasture"
"306",306,-56.0944,-14.4319,"2017-07-12","2018-06-26","Pasture"
"307",307,-52.559,-15.7747,"2017-07-12","2018-06-26","Pasture"
"308",308,-52.3264,-14.7094,"2017-07-12","2018-06-26","Pasture"
"309",309,-52.0586,-13.8791,"2017-07-12","2018-06-26","Pasture"
"310",310,-54.3957,-10.4612,"2017-07-12","2018-06-26","Pasture"
"311",311,-52.3343,-14.6958,"2017-07-12","2018-06-26","Pasture"
"312",312,-52.7996,-15.6908,"2017-07-12","2018-06-26","Pasture"
"313",313,-52.6157,-15.7487,"2017-07-12","2018-06-26","Pasture"
"314",314,-52.1792,-15.274,"2017-07-12","2018-06-26","Pasture"
"315",315,-52.8729,-10.7456,"2017-07-12","2018-06-26","Pasture"
"316",316,-56.7898,-11.4209,"2017-07-12","2018-06-26","Pasture"
"317",317,-52.3052,-14.5233,"2017-07-12","2018-06-26","Pasture"
"318",318,-51.7887,-12.7476,"2017-07-12","2018-06-26","Pasture"
"319",319,-59.0879,-15.2475,"2017-07-12","2018-06-26","Pasture"
"320",320,-53.254,-15.5998,"2017-07-12","2018-06-26","Pasture"
"321",321,-53.2375,-15.5891,"2017-07-12","2018-06-26","Pasture"
"322",322,-52.1713,-14.3213,"2017-07-12","2018-06-26","Pasture"
"323",323,-52.2775,-14.9228,"2017-07-12","2018-06-26","Pasture"
"324",324,-52.4576,-10.9371,"2017-07-12","2018-06-26","Pasture"
"325",325,-52.6829,-15.6947,"2017-07-12","2018-06-26","Pasture"
"326",326,-56.7898,-11.4209,"2017-07-12","2018-06-26","Pasture"
"327",327,-55.2099,-10.9263,"2017-07-12","2018-06-26","Pasture"
"328",328,-55.0917,-14.2115,"2017-07-12","2018-06-26","Pasture"
"329",329,-52.0378,-13.797,"2017-07-12","2018-06-26","Pasture"
"330",330,-51.9767,-11.7332,"2017-07-12","2018-06-26","Pasture"
"331",331,-55.0574,-14.2136,"2017-07-12","2018-06-26","Pasture"
"332",332,-51.9737,-13.2555,"2017-07-12","2018-06-26","Pasture"
"333",333,-54.6938,-16.816,"2017-07-12","2018-06-26","Pasture"
"334",334,-52.3627,-14.5555,"2017-07-12","2018-06-26","Pasture"
"335",335,-51.89,-13.0525,"2017-07-12","2018-06-26","Pasture"
"336",336,-60.4827,-12.988,"2017-07-12","2018-06-26","Pasture"
"337",337,-52.1711,-14.3274,"2017-07-12","2018-06-26","Pasture"
"338",338,-52.1948,-15.4099,"2017-07-12","2018-06-26","Pasture"
"339",339,-55.2052,-10.935,"2017-07-12","2018-06-26","Pasture"
"340",340,-52.362,-14.5493,"2017-07-12","2018-06-26","Pasture"
"341",341,-55.2678,-11.0303,"2017-07-12","2018-06-26","Pasture"
"342",342,-52.4139,-11.0997,"2017-07-12","2018-06-26","Pasture"
"343",343,-56.0859,-14.4312,"2017-07-12","2018-06-26","Pasture"
"344",344,-59.1698,-13.4957,"2017-07-12","2018-06-26","Pasture"
"345",345,-58.0385,-13.27,"2017-07-12","2018-06-26","Soy_Corn"
"346",346,-55.0728,-15.4877,"2017-07-12","2018-06-26","Soy_Corn"
"347",347,-55.9646,-13.1453,"2017-07-12","2018-06-26","Soy_Corn"
"348",348,-56.9597,-13.9101,"2017-07-12","2018-06-26","Soy_Corn"
"349",349,-56.2823,-12.7671,"2017-07-12","2018-06-26","Soy_Corn"
"350",350,-54.1674,-15.312,"2017-07-12","2018-06-26","Soy_Corn"
"351",351,-56.0968,-13.3894,"2017-07-12","2018-06-26","Soy_Corn"
"352",352,-54.1193,-15.1931,"2017-07-12","2018-06-26","Soy_Corn"
"353",353,-58.7412,-13.6673,"2017-07-12","2018-06-26","Soy_Corn"
"354",354,-54.2582,-15.4739,"2017-07-12","2018-06-26","Soy_Corn"
"355",355,-56.023,-13.5258,"2017-07-12","2018-06-26","Soy_Corn"
"356",356,-51.9147,-13.4908,"2017-07-12","2018-06-26","Soy_Corn"
"357",357,-54.4654,-15.5757,"2017-07-12","2018-06-26","Soy_Corn"
"358",358,-57.7975,-13.6097,"2017-07-12","2018-06-26","Soy_Corn"
"359",359,-55.1584,-15.9282,"2017-07-12","2018-06-26","Soy_Corn"
"360",360,-55.4247,-12.0711,"2017-07-12","2018-06-26","Soy_Corn"
"361",361,-54.1826,-15.6241,"2017-07-12","2018-06-26","Soy_Corn"
"362",362,-55.6746,-12.4677,"2017-07-12","2018-06-26","Soy_Corn"
"363",363,-55.771,-12.6215,"2017-07-12","2018-06-26","Soy_Corn"
"364",364,-56.2552,-13.0209,"2017-07-12","2018-06-26","Soy_Corn"
"365",365,-54.9723,-15.1278,"2017-07-12","2018-06-26","Soy_Corn"
"366",366,-56.0539,-13.3307,"2017-07-12","2018-06-26","Soy_Corn"
"367",367,-55.2451,-15.6706,"2017-07-12","2018-06-26","Soy_Corn"
